"Area","Line","Code","Box Length","Front Entrance?","Plate Mesh","Slide Out?","End Type","InternalBaffle","Calibration","Design","Lid Security","Rebar","Pink Triangles","Box Condition","Note","Photo","Date Reported","Volunteer Name"
"Murchies","CH","CH08R","","new_style","","","","galve_mesh_trap_baffle","","second_trap_different good_design_trigger_bent","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH09","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH09R","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH10","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH10R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH11","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH11R","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH12","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH12R","","new_style","","","","galve_mesh_trap_baffle","","good_design_trigger_bent","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH13","","infill_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH13R","","new_style","","","","galve_mesh_trap_baffle","","good_design_trigger_bent second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH14","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH14R","","new_style","","","","galve_mesh_trap_baffle","","good_design_trigger_bent second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH15","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH15R","","new_style","","","","galve_mesh_trap_baffle","","good_design_trigger_bent second_trap_different","kea_brackets 65mm_screws","","","B","","","1xdoc150 replaced 23-May-2020",""
"Murchies","CH","CH16","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH16R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH17","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH18","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH18R","","new_style","","","","galve_mesh_trap_baffle","","faulty_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH19","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH19R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","65mm_screws kea_brackets","","","A","","","",""
"Murchies","CH","CH20","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH20R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH21","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH21R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH22","","new_style","","","","door_baffle_wooden no_trap_baffle_but_has_slot","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH22R","","new_style","","","","galve_mesh_trap_baffle","","good_design_trigger_bent second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH23","","new_style","","","","door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH23R","","new_style","","","","sainless_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH24","","infill_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH24R","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH25","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH25R","","new_style","","","","galve_mesh_trap_baffle","","faulty_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH26","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH26R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH27","","new_style","","","","no_trap_baffle_but_has_slot","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH27A","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH28","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH28R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH29","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH29R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH30","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH30R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH31","","new_style","","","","door_baffle_wooden no_trap_baffle_but_has_slot","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH31R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","65mm_screws kea_brackets","","","A","","","",""
"Murchies","CH","CH32","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH32R","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH33","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","CH","CH34R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH35","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH35R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH36","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","65mm_screws kea_brackets","","","A","","","",""
"Murchies","CH","CH36R","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws kea_brackets","","","A","","","",""
"Murchies","CH","CH37R","","new_style","","","","galve_mesh_trap_baffle","","good_design second_trap_different","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH38","","new_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH39","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH40","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH41","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH42","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH43","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CH","CH44","","infill_style","","","","door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN111","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","A","","","",""
"Clinton","North Branch","CN111A","","new_style","","","","Stainless Steel 170mm baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN112","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN112A","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN113","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN113A","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN114","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","A","","","",""
"Clinton","North Branch","CN114A","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN115","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN115A","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN116","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN116A","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","shortscrew_and_nail","","","B","","","",""
"Clinton","North Branch","CN117","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","B","","","",""
"Clinton","North Branch","CN117A","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm_screws kea_brackets","","","A","","","",""
"Clinton","North Branch","CN117B","","new_style","","","","galve_mesh_trap_baffle","","good_design","shortscrew_and_nail","","","A","","","",""
"Clinton","North Branch","CN118","","new_style","","","","Stainless Steel 170mm baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN119","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN120","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN121","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN122","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN123","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN124","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN125","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN126","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN127","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN128","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN129","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN130","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN131","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN132","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN133","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN134","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN135","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN136","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN137","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN138","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN139","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN140","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN141","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN142","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN143","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN144","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN145","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm_screws","","","A","","","",""
"Clinton","North Branch","CN146","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm_screws","","","B","","","",""
"Clinton","North Branch","CN147","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN148","","new_style","","","","Stainless Steel 170mm baffle","","good_design","shortscrew_and_nail","","","A","","","",""
"Clinton","North Branch","CN149","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN150","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN151","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN152","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN153","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN154","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN155","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN156","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN157","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN158","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN159","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN160","","new_style","","","","Stainless Steel 170mm baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN161","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN162","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN163","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN164","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN165","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN166","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN167","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN168","","new_style","","","","Stainless Steel 170mm baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN169","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN170","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN171","","new_style","","","","galve_mesh_trap_baffle","","good_design","65mm screw","","","A","","","",""
"Clinton","North Branch","CN172","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN173","","NEW STYLE nsk","","","","Stainless Steel 170mm baffle","","good_design","kea brackets 65mm_screws","","","A","","","",""
"Clinton","North Branch","CN174","","new_style","","","","Stainless Steel 150mm baffle","","good_design","65mm screw","","","B","","","",""
"Murchies","CP","CP01","","new_style","","","","stainless_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP02","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP03","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets shortscrews","","","A","","","",""
"Murchies","CP","CP04","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets shortscrews","","","A","","","",""
"Murchies","CP","CP06","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets shortscrews","","","A","","","",""
"Murchies","CP","CP07","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets shortscrews","","","A","","","",""
"Murchies","CP","CP08","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets shortscrews","","","A","","","",""
"Murchies","CP","CP09","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP10","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP11","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP12","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP13","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP14","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP15","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP16","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP17","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP18","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP19","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP21","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP22","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP23","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP24","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP25","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP26","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP27","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP28","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP29","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP30","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP31","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP32","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP33","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP34","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP35","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP36","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP37","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP38","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP39","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP40","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP41","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP42","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP43","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP44","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP45","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP46","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP47","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP48","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP49","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP50","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP51","","missing","","","","","","","","","","","","","",""
"Murchies","CP","CP52","","closed","","","","","","","","","","","","","",""
"Murchies","CP","CP53","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP54","","new_style","","","","stainless_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP55","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP56","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","added 1x baffle May2020","",""
"Murchies","CP","CP57","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP58","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP59","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","CP","CP60","","new_style","","","","galve_mesh_trap_baffle","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB01","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB01A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB02","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB02A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB03","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB03A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB04","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB04A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB05","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB05A","","infill_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB06","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design second_trap_different","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB06A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB07","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB07A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB08","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB08A","","new_style","","","","galve_mesh_trap_baffle","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB09","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB09A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
"Murchies","DB","DB10","","new_style","","","","no_trap_baffle_but_has_slot door_baffle_wooden","","good_design","kea_brackets 65mm_screws","","","B","","","",""
"Murchies","DB","DB10A","","infill_style","","","","no_trap_baffle_no_slot door_baffle_wooden","","faulty_design","kea_brackets 65mm_screws","","","A","","","",""
